paper_id,folder,folder_path,title,first_author,doi,pmid,pmcid,year,journal,attachment_key,md5,status,detail,warning,verdict,title_score,set,fetched_at
RJUQYEF7,NIMH,Boring Task / NIMH,Effects of M-DEPTH Model of Depression Care on Maternal Functioning and Infant Developmental Outcomes in the Six Months Post Delivery: Results from a Cluster  Randomized Controlled Trial.,Wagner,10.1080/23293691.2023.2255587,39081835,PMC11286218,2024,"Women's reproductive health (Philadelphia, Pa.)",SH7J9UJL,ef8c0d2fd699a0d66ca2fb2235a18336,OK,downloaded,,,,testing,2026-08-06T22:31:10.258638+00:00
9RXB85CP,NIMH,Boring Task / NIMH,Social network-based group intervention to promote HIV prevention in Uganda: study protocol for a cluster randomized controlled trial of Game Changers.,Wagner,10.1186/s13063-022-06186-z,35346329,PMC8961890,2022,Trials,MYU3D7PM,dee0b7ac72e38063ddaaae3819e8126a,OK,downloaded,,,,testing,2026-08-06T22:31:10.794401+00:00
A32AJY6H,NIMH,Boring Task / NIMH,"Zwakala Ndoda: a cluster and individually randomized trial aimed at improving testing, linkage, and adherence to treatment for hard-to reach men in  KwaZulu-Natal, South Africa.",van Rooyen,10.1186/s13063-019-3908-0,31888701,PMC6937627,2019,Trials,6CYUXFFX,10bce69785d68353dace9ef4b0f46878,OK,downloaded,,,,testing,2026-08-06T22:31:11.338807+00:00
4IHUVZLN,NIMH,Boring Task / NIMH,Early Emotion Knowledge and Later Academic Achievement Among Children of Color in Historically Disinvested Neighborhoods.,Ursache,10.1111/cdev.13432,32865229,PMC7905957,2020,Child development,STC622I2,ea07bfe2f839993d2bd028a449299e3c,OK,downloaded,,,,testing,2026-08-06T22:31:11.860308+00:00
FI55Z89V,NIMH,Boring Task / NIMH,ESSENCE: An Implementation Research Program to Scale Up Depression Care in Rural Communities.,Tugnawat,10.1176/appi.ps.202100223,37904491,PMC11812433,2024,"Psychiatric services (Washington, D.C.)",KQ763MQM,28ed2850ca91a7095240f63ff5f10867,OK,downloaded,,,,testing,2026-08-06T22:31:12.391482+00:00
45BQ2AIY,NIMH,Boring Task / NIMH,"Improving risk perception and uptake of pre-exposure prophylaxis (PrEP) through interactive feedback-based counselling with and without community engagement in  young women in Manicaland, East Zimbabwe: study protocol for a pilot randomized  trial.",Thomas,10.1186/s13063-019-3791-8,31791405,PMC6889525,2019,Trials,EI5J5NHP,a60a2e6eef2aa97217810d1118adec3c,OK,downloaded,,,,testing,2026-08-06T22:31:12.903181+00:00
2NUR4ISP,NIMH,Boring Task / NIMH,Adaptation of the World Health Organization Electronic Mental Health Gap Action Programme Intervention Guide App for Mobile Devices in Nepal and Nigeria:  Protocol for a Feasibility Cluster Randomized Controlled Trial.,Taylor Salisbury,10.2196/24115,34128819,PMC8277329,2021,JMIR research protocols,WM7EG2PI,0c270c8fdbcea15ff0b510db45e8eabc,OK,downloaded,,,,testing,2026-08-06T22:31:13.391018+00:00
J8ITKETE,NIMH,Boring Task / NIMH,The Influence of Transmission-Based and Moral-Based HIV Stigma Beliefs on Intentions to Discriminate Among Ward Staff in South Indian Health Care Settings.,Steward,10.1007/s10461-022-03755-w,35776252,PMC9805471,2023,AIDS and behavior,BN9PGI6M,12dc04135d3de865bb4a7ecd95b6781e,OK,downloaded,,,,testing,2026-08-06T22:31:13.842386+00:00
8WAJWQ7J,NIMH,Boring Task / NIMH,Impact of SMS and peer navigation on retention in HIV care among adults in South Africa: results of a three-arm cluster randomized controlled trial.,Steward,10.1002/jia2.25774,34435440,PMC8387209,2021,Journal of the International AIDS Society,SXY4P8R8,a93622465b8fddcf5034a729a309d6cc,OK,downloaded,,,,testing,2026-08-06T22:31:14.349145+00:00
QMY8W9P2,NIMH,Boring Task / NIMH,Implementing Person-Centered Care Planning: A Randomized Controlled Trial.,Stanhope,10.1176/appi.ps.202000361,33765860,PMC8192424,2021,"Psychiatric services (Washington, D.C.)",ZTHV3HJF,6d7eca30f1f27047b1026964d8a067aa,OK,downloaded,,,,testing,2026-08-06T22:31:14.862438+00:00
SE8HVMYY,NIMH,Boring Task / NIMH,Suubi4StrongerFamilies: A study protocol for a clustered randomized clinical trial addressing child behavioral health by strengthening financial stability and  parenting among families in Uganda.,Ssewamala,10.3389/fpsyt.2022.949156,36506418,PMC9726732,2022,Frontiers in psychiatry,GAZM5ZCR,a004378ccc2c3abd6ad60ea04c87d491,OK,downloaded,,,,testing,2026-08-06T22:31:15.351926+00:00
249KKB72,NIMH,Boring Task / NIMH,"Economic Empowerment, HIV Risk Behavior, and Mental Health Among School-Going Adolescent Girls in Uganda: Longitudinal Cluster-Randomized Controlled Trial,  2017‒2022.",Ssewamala,10.2105/ajph.2022.307169,36603167,PMC9932384,2023,American journal of public health,3XNWBKCS,7356426735d13c3f7704e67c31ac0dda,OK,downloaded,,,,testing,2026-08-06T22:31:15.887225+00:00
EVFQV9SP,NIMH,Boring Task / NIMH,The Post-intervention Impact of Amaka Amasanyufu on Behavioral and Mental Health Functioning of Children and Adolescents in Low-Resource Communities in Uganda:  Analysis of a Cluster-Randomized Trial From the SMART Africa-Uganda Study  (2016-2022).,Ssewamala,10.1016/j.jadohealth.2022.09.035,37062581,PMC10442860,2023,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,Y4JBR9SK,7ad3f478316e655571ad20dc1ae4886e,OK,downloaded,,,,testing,2026-08-06T22:31:16.365733+00:00
VPBGKIZV,NIMH,Boring Task / NIMH,Suubi4Her: a study protocol to examine the impact and cost associated with a combination intervention to prevent HIV risk behavior and improve mental health  functioning among adolescent girls in Uganda.,Ssewamala,10.1186/s12889-018-5604-5,29871619,PMC5989412,2018,BMC public health,U9MW2MVY,269ca613178ab4c7565918b227f98b9c,OK,downloaded,,,,testing,2026-08-06T22:31:16.843901+00:00
WBW3Y66W,NIMH,Boring Task / NIMH,Improving mental health through integration with primary care in rural Karnataka: study protocol of a cluster randomized control trial.,Srinivasan,10.1186/s12875-018-0845-z,30205830,PMC6134696,2018,BMC family practice,XXUXFD3R,c2d04cdb531e8adfcb287fedfabee951,OK,downloaded,,,,testing,2026-08-06T22:31:17.362964+00:00
GFMDVS2Q,NIMH,Boring Task / NIMH,Collaborative care compared to enhanced standard treatment of depression with co-morbid medical conditions among patients from rural South India: a cluster  randomized controlled trial (HOPE Study).,Srinivasan,10.1186/s12888-022-04000-3,35698087,PMC9195442,2022,BMC psychiatry,DG7ZZK6Q,56aea57b541608c4927e11ba9b435fda,OK,downloaded,,,,testing,2026-08-06T22:31:17.832697+00:00
2SRFPGLT,NIMH,Boring Task / NIMH,Reduction in Stigma Drivers Partially Mediates the Effect of a Stigma Reduction Intervention Among Nursing Students in India: The DriSti Cluster Randomized  Controlled Trial.,Srinivasan,10.1097/qai.0000000000002543,33105394,PMC7884286,2021,Journal of acquired immune deficiency syndromes (1999),3A9A728W,1f16d9d50f5aa0e24f0b63f7be350ce0,OK,downloaded,,,,testing,2026-08-06T22:31:18.376023+00:00
IJE2H7PN,NIMH,Boring Task / NIMH,Implementation leadership and implementation climate in context: A single organization intrinsic case study for implementation of digital measurement-based  care.,Sklar,10.1177/26334895241236680,38550748,PMC10976481,2024,Implementation research and practice,AULWPP4V,9131994e843cd7913de7db8047f24dba,OK,downloaded,,,,testing,2026-08-06T22:31:18.910640+00:00
55ZNUP4N,NIMH,Boring Task / NIMH,"A cluster randomized trial to reduce HIV risk from outside partnerships in Zambian HIV-Negative couples using a novel behavioral intervention,  ""Strengthening Our Vows"": Study protocol and baseline data.",Sharkey,10.1016/j.conctc.2021.100850,34622087,PMC8481973,2021,Contemporary clinical trials communications,6XCPMQRW,8130b3d6d4d5f6089fb1d2f9c0155f19,OK,downloaded,,,,testing,2026-08-06T22:31:19.421097+00:00
T7UCH86L,NIMH,Boring Task / NIMH,Effect of General Practitioner Training in a Collaborative Child Mental Health Care Program on Children's Mental Health Outcomes in a Low-Resource Setting: A  Cluster Randomized Trial.,Sharifi,10.1001/jamapsychiatry.2022.3989,36449318,PMC9713683,2023,JAMA psychiatry,VRWV253Q,da81320c4d840fb6a05fb4b11b75b712,OK,downloaded,,,,testing,2026-08-06T22:31:19.917584+00:00
KTSBA77P,NIMH,Boring Task / NIMH,Collaborative care for child and youth mental health problems in a middle-income country: study protocol for a randomized controlled trial training general  practitioners.,Sharifi,10.1186/s13063-019-3467-4,31287011,PMC6615304,2019,Trials,I5FQSKHL,6c57551d2ff7be925d5668d105c2a134,OK,downloaded,,,,testing,2026-08-06T22:31:20.328647+00:00
UZF834L9,NIMH,Boring Task / NIMH,"Effect of peer-distributed HIV self-test kits on demand for biomedical HIV prevention in rural KwaZulu-Natal, South Africa: a three-armed cluster-randomised  trial comparing social networks versus direct delivery.",Shahmanesh,10.1136/bmjgh-2020-004574,34315730,PMC8317107,2021,BMJ global health,96KF6WKV,fe97dfeac1368aba62e3498176eb2561,OK,downloaded,,,,testing,2026-08-06T22:31:20.890742+00:00
BFGHJKXT,NIMH,Boring Task / NIMH,Cost Analysis of Short Messaging Service and Peer Navigator Interventions for Linking and Retaining Adults Recently Diagnosed With HIV in Care in South Africa.,Shade,10.1097/qai.0000000000003371,38489491,,2024,Journal of acquired immune deficiency syndromes (1999),U4NB768Z,88adaee3167e37a00693810ab8eb46c3,OK,downloaded,,,,testing,2026-08-06T22:31:21.378002+00:00
5NR7NMK7,NIMH,Boring Task / NIMH,The Transdiagnostic Intervention for Sleep and Circadian Dysfunction (TranS-C) for serious mental illness in community mental health part 3: study protocol to  evaluate sustainment in a hybrid type 2 effectiveness-implementation  cluster-randomized trial.,Sarfan,10.1186/s13063-023-07900-1,38225677,PMC10788981,2024,Trials,SGG7WGFA,d024916ce7f73942d399fb2944b8864f,OK,downloaded,,,,testing,2026-08-06T22:31:21.837965+00:00
5N7AUT4I,NIMH,Boring Task / NIMH,The Transdiagnostic Intervention for Sleep and Circadian Dysfunction (TranS-C) for serious mental illness in community mental health part 1: study protocol for  a hybrid type 2 effectiveness-implementation cluster-randomized trial.,Sarfan,10.1186/s13063-023-07148-9,36927461,PMC10020076,2023,Trials,RRHIHYED,4c8e6bda7747fbc3f18b646eb0afb512,OK,downloaded,,,,testing,2026-08-06T22:31:22.361280+00:00
6KTQZ8MF,NIMH,Boring Task / NIMH,A Nutrition-Sensitive Agroecology Intervention in Rural Tanzania Increases Children's Dietary Diversity and Household Food Security But Does Not Change  Child Anthropometry: Results from a Cluster-Randomized Trial.,Santoso,10.1093/jn/nxab052,33973009,PMC8245885,2021,The Journal of nutrition,9MJ2TJP8,9c33d69eb74cdd1d1f2c90d0bcfb0896,OK,downloaded,,,,testing,2026-08-06T22:31:22.889568+00:00
TIM5M67F,NIMH,Boring Task / NIMH,Correlates for the severity of suicidal risk in participants with common mental disorders with comorbid chronic medical conditions in rural primary healthcare  settings in India.,Ruben,10.4103/indianjpsychiatry.indianjpsychiatry_41_23,37485404,PMC10358822,2023,Indian journal of psychiatry,H3DYXE5K,60427f73d83921f90ceccc3435c0879d,OK,downloaded,,,,testing,2026-08-06T22:31:23.361994+00:00
ASVT83G6,NIMH,Boring Task / NIMH,Pragmatic trial design of an intervention to reduce cardiovascular risk in people with serious mental illness.,Rossom,10.1016/j.cct.2020.105964,32087336,PMC7263956,2020,Contemporary clinical trials,H8PDQKJD,b945ea2134bd0716531a957ed3f4f1ff,OK,downloaded,,,,testing,2026-08-06T22:31:23.917469+00:00
MRT24INS,NIMH,Boring Task / NIMH,"Differential Effects of an Intervention to Reduce Cardiovascular Risk for Patients With Bipolar Disorder, Schizoaffective Disorder, or Schizophrenia: A  Randomized Clinical Trial.",Rossom,10.4088/jcp.22m14710,37428030,PMC10793875,2023,The Journal of clinical psychiatry,NCAP9KP6,2b9413ed66b2f235ba57a98496049214,OK,downloaded,,,,testing,2026-08-06T22:31:24.373428+00:00
3E6TGDWS,NIMH,Boring Task / NIMH,"Effect of Clinical Decision Support on Cardiovascular Risk Among Adults With Bipolar Disorder, Schizoaffective Disorder, or Schizophrenia: A Cluster  Randomized Clinical Trial.",Rossom,10.1001/jamanetworkopen.2022.0202,35254433,PMC8902652,2022,JAMA network open,JX7VUCQV,c4d5f72d7b8d1e9da479f72a089e5195,OK,downloaded,,,,testing,2026-08-06T22:31:24.838951+00:00
BAXIEMAV,NIMH,Boring Task / NIMH,Do differentiated service delivery models for HIV treatment in sub-Saharan Africa save money? Synthesis of evidence from field studies conducted in sub-Saharan  Africa in 2017-2019.,Rosen,10.12688/gatesopenres.13458.2,35310814,PMC8907143,2021,Gates open research,KIPGY9DX,a1fc19e2258c41006d86a74b54f561ef,OK,downloaded,,,,testing,2026-08-06T22:31:25.527312+00:00
QT8FHYS8,NIMH,Boring Task / NIMH,Predictors of Hospitalization of Individuals With First-Episode Psychosis: Data From a 2-Year Follow-Up of the RAISE-ETP.,Robinson,10.1176/appi.ps.201800511,31084291,PMC6602852,2019,"Psychiatric services (Washington, D.C.)",MCB7XH9F,fcea152c3e1f0f38fde30d5d3b5d47a4,OK,downloaded,,,,testing,2026-08-06T22:31:26.044726+00:00
PZ4KVRPV,NIMH,Boring Task / NIMH,Breaking down relationship barriers to increase PrEP uptake and adherence among adolescent girls and young women in Kenya: safety and preliminary effectiveness  results from a pilot cluster-randomized trial.,Roberts,10.1002/jia2.26198,38123866,PMC10733161,2023,Journal of the International AIDS Society,YKZU4UCK,20a828baa40c6f911b226303a774ea26,OK,downloaded,,,,testing,2026-08-06T22:31:26.601168+00:00
R4IBBUV5,NIMH,Boring Task / NIMH,The effect of affordable daycare on women's mental health: Evidence from a cluster randomized trial in rural India.,Richardson,10.1016/j.socscimed.2018.09.061,30292875,PMC9202395,2018,Social science & medicine (1982),JI67TCCH,1ae599402830c1e83dc302a481a11f50,OK,downloaded,,,,testing,2026-08-06T22:31:27.039089+00:00
V66VKLF5,NIMH,Boring Task / NIMH,Attention Test Assessment from a Cluster Randomized Controlled Trial of Caregiver Training for Ugandan Preschool Children Living with Perinatal HIV.,Rice,10.1080/87565641.2023.2280182,37968963,PMC11533893,2023,Developmental neuropsychology,5T4TIVL5,bbb292fe0d7f76a00baa46347a3c6556,OK,downloaded,,,,testing,2026-08-06T22:31:27.534559+00:00
B8SQQBBR,NIMH,Boring Task / NIMH,"Evaluation of the SPIRIT Integrated Suicide Prevention Programme: study protocol for a cluster-randomised controlled trial in rural Gujarat, India.",Pathare,10.1186/s13063-020-04472-2,32586362,PMC7318485,2020,Trials,DRBKAWU5,b720280f11c78e49498f90192b841aec,OK,downloaded,,,,testing,2026-08-06T22:31:28.062720+00:00
2SWXRURB,NIMH,Boring Task / NIMH,Optimizing the efficiency and implementation of cash transfers to improve adherence to antiretroviral therapy: study protocol for a cluster randomized  controlled trial.,Packel,10.1186/s13063-020-04899-7,33228757,PMC7684892,2020,Trials,Q3RKVE43,fcaeba78a4fd3134a5c5030d2233fa57,OK,downloaded,,,,testing,2026-08-06T22:31:28.591434+00:00
BFRFSJDD,NIMH,Boring Task / NIMH,Preparing a financial incentive program to improve retention in HIV care and viral suppression for scale: using an implementation science framework to  evaluate an mHealth system in Tanzania.,Packel,10.1186/s43058-021-00214-w,34556176,PMC8461932,2021,Implementation science communications,S9M3JNWE,5c2c00bcebf611af3a142a785f15ee12,OK,downloaded,,,,testing,2026-08-06T22:31:29.147537+00:00
ZCZHUGFJ,NIMH,Boring Task / NIMH,Safety of azithromycin in infants under six months of age in Niger: A community randomized trial.,Oldenburg,10.1371/journal.pntd.0006950,30419040,PMC6258425,2018,PLoS neglected tropical diseases,A84SMW9H,cee9e20aa250ce6c1d2465f0dbcbe11e,OK,downloaded,,,,testing,2026-08-06T22:31:29.634387+00:00
GZQ7IRAT,NIMH,Boring Task / NIMH,Biannual versus annual mass azithromycin distribution and malaria seroepidemiology among preschool children in Niger: a sub-study of a cluster  randomized trial.,Oldenburg,10.1186/s12936-019-3033-2,31796025,PMC6889587,2019,Malaria journal,GL64J7WM,fea8979e5ea5df8ccba0787601e186ea,OK,downloaded,,,,testing,2026-08-06T22:31:30.032388+00:00
89DMKZHU,NIMH,Boring Task / NIMH,Randomized controlled trial of a community-based intervention on HIV and nutritional outcomes at 6 months among women living with HIV/AIDS in rural India.,Nyamathi,10.1097/qad.0000000000002016,30289802,PMC6361536,2018,"AIDS (London, England)",AH8GS9CU,50f56647132a381edca35f333391e4ad,OK,downloaded,,,,testing,2026-08-06T22:31:30.663430+00:00
IR5IG53L,NIMH,Boring Task / NIMH,Effect of Technology-Enhanced Screening in Addition to Standard Targeted Clinician Education on the Duration of Untreated Psychosis: A Cluster Randomized  Clinical Trial.,Niendam,10.1001/jamapsychiatry.2022.4436,36598770,PMC9857799,2023,JAMA psychiatry,CBDF42IE,a810989c0cd7377323c491ed8f234b3f,OK,downloaded,,,,testing,2026-08-06T22:31:31.168878+00:00
SBYBDZ47,NIMH,Boring Task / NIMH,Study protocol for type II hybrid implementation-effectiveness trial of strategies for depression care task-sharing in community health stations in  Vietnam: DEP Project.,Ngo,10.1186/s12889-023-16312-4,37507720,PMC10386582,2023,BMC public health,ADA58T6R,4bc2ec38b301f67cf23b1cacf8ffcc2b,OK,downloaded,,,,testing,2026-08-06T22:31:31.638640+00:00
XKJE293I,NIMH,Boring Task / NIMH,Digital training for non-specialist health workers to deliver a brief psychological treatment for depression in India: Protocol for a three-arm  randomized controlled trial.,Naslund,10.1016/j.cct.2021.106267,33421650,,2021,Contemporary clinical trials,NCZRBQ3M,418541c26ac6e26663a46ad7ff6649f8,OK,downloaded,,,,testing,2026-08-06T22:31:32.253746+00:00
786UNAU7,NIMH,Boring Task / NIMH,Integration of HIV testing services into family planning services: a systematic review.,Narasimhan,10.1186/s12978-019-0714-9,31138307,PMC6538541,2019,Reproductive health,3S7VQJB5,219013496b45f070d8f110457a0c87f3,OK,downloaded,,,,testing,2026-08-06T22:31:32.689006+00:00
2UM5FXLV,NIMH,Boring Task / NIMH,Male partner testing and sexual behaviour following provision of multiple HIV self-tests to Kenyan women at higher risk of HIV infection in a cluster  randomized trial.,Napierala,10.1002/jia2.25515,32589354,PMC7319153,2020,Journal of the International AIDS Society,AIY9BAXH,76e14e626b2a6153cb36b376488557ba,OK,downloaded,,,,testing,2026-08-06T22:31:33.183519+00:00
VCN8ECH3,NIMH,Boring Task / NIMH,Peer Pressure and Risk-Taking Behaviors Among Adolescent Girls in a Region Impacted by HIV/AIDS in Southwestern Uganda.,Namuwonge,10.1016/j.jadohealth.2023.08.006,37804302,PMC10841615,2024,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,9XA9TPNS,6a0909b6e98045732d05977377d67353,OK,downloaded,,,,testing,2026-08-06T22:31:33.634293+00:00
I75KHHFP,NIMH,Boring Task / NIMH,Suubi4Stigma study protocol: a pilot cluster randomized controlled trial to address HIV-associated stigma among adolescents living with HIV in Uganda.,Nabunya,10.1186/s40814-022-01055-7,35488323,PMC9052650,2022,Pilot and feasibility studies,743J4HFG,85123083e00829b4ae4692b5b9960eea,OK,downloaded,,,,testing,2026-08-06T22:31:34.189047+00:00
BBRJI5EP,NIMH,Boring Task / NIMH,Prevalence and correlates of depressive symptoms among high school adolescent girls in southern Uganda.,Nabunya,10.1186/s12889-020-09937-2,33238965,PMC7689972,2020,BMC public health,K5TDB5ZI,dcce1fa013c6b840f788655ca7feab63,OK,downloaded,,,,testing,2026-08-06T22:31:34.716950+00:00
8C5FF9VN,NIMH,Boring Task / NIMH,Predictors of Depressive Symptoms and Post Traumatic Stress Disorder Among Women Engaged in Commercial Sex Work in Southern Uganda.,Nabunya,10.1016/j.psychres.2021.113817,33636517,PMC8005481,2021,Psychiatry research,75WXAGEH,e7268f86d2e95b0e074e9353caac7f48,OK,downloaded,,,,testing,2026-08-06T22:31:35.255467+00:00
JESKQ7J8,NIMH,Boring Task / NIMH,The impact of an economic empowerment intervention on intimate partner violence among women engaged in sex work in southern Uganda: A cluster randomized control  trial.,Nabayinda,10.1016/j.socscimed.2024.116846,38581814,PMC11490260,2024,Social science & medicine (1982),S88MTHHJ,7d3b8c9cbb8f3cd492791e9090223a45,OK,downloaded,,,,testing,2026-08-06T22:31:35.721085+00:00
H6A7ZU2Q,NIMH,Boring Task / NIMH,A Multilevel Integrated Intervention to Reduce the Impact of HIV Stigma on HIV Treatment Outcomes Among Adolescents Living With HIV in Uganda: Protocol for a  Randomized Controlled Trial.,Mutumba,10.2196/40101,36197706,PMC9582915,2022,JMIR research protocols,4H75R2P5,536c0c9031ca8ef09ac3289ea8aa5db1,OK,downloaded,,,,testing,2026-08-06T22:31:36.211980+00:00
3I9ZKVDX,NIMH,Boring Task / NIMH,The impact of Cognitive Processing Therapy on stigma among survivors of sexual violence in eastern Democratic Republic of Congo: results from a cluster  randomized controlled trial.,Murray,10.1186/s13031-018-0142-4,29449879,PMC5808396,2018,Conflict and health,DURYRCXM,11ec2bb581a29099726b1793c69e6ac7,OK,downloaded,,,,testing,2026-08-06T22:31:36.700430+00:00
KJ32DPW3,NIMH,Boring Task / NIMH,Impact of a brief intervention to improve engagement in a recovery program for young adults with serious mental illness.,Munson,10.1016/j.schres.2022.11.008,36399899,PMC9742319,2022,Schizophrenia research,8AVNNX9H,136676146feb69960369bcf5ebc3e4e1,OK,downloaded,,,,testing,2026-08-06T22:31:37.207553+00:00
IKBTL3CZ,NIMH,Boring Task / NIMH,"Perpetration and Victimization of Intimate Partner Violence Among Young Men and Women in Dar es Salaam, Tanzania.",Mulawa,10.1177/0886260515625910,26802044,PMC4956596,2018,Journal of interpersonal violence,EZKTM3SU,83e43cbb34a3ec16788e0f410140360d,OK,downloaded,,,,testing,2026-08-06T22:31:37.666421+00:00
NE394TS7,NIMH,Boring Task / NIMH,Evaluating the efficacy of the HITSystem 2.1 to improve PMTCT retention and maternal viral suppression in Kenya: Study protocol of a cluster-randomized  trial.,Mokua,10.1371/journal.pone.0263988,35881649,PMC9321364,2022,PloS one,EKYXGNNV,80969fe912375e7ead07400ac856cbb5,OK,downloaded,,,,testing,2026-08-06T22:31:38.165164+00:00
935WEI86,NIMH,Boring Task / NIMH,"""I felt special!"": a qualitative study of peer-delivered HIV self-tests, STI self-sampling kits and PrEP for transgender women in Uganda.",Mujugira,10.1002/jia2.26201,38147031,PMC10750840,2023,Journal of the International AIDS Society,9YRQCI26,e8da6c4e42411f7571a6e7681f3b8366,OK,downloaded,,,,testing,2026-08-06T22:31:38.644492+00:00
B9ERTQKG,NIMH,Boring Task / NIMH,The impact of early intervention for first episode psychosis on cognitive functioning.,Mueser,10.1016/j.schres.2023.07.021,37657279,PMC10592046,2023,Schizophrenia research,2WB2G7JJ,871d6e176f04abfcaa9fda970727bc5b,OK,downloaded,,,,testing,2026-08-06T22:31:39.101173+00:00
H5FVRRL2,NIMH,Boring Task / NIMH,Implementation and fidelity assessment of the NAVIGATE treatment program for first episode psychosis in a multi-site study.,Mueser,10.1016/j.schres.2018.08.015,30139553,PMC6382606,2019,Schizophrenia research,R8VKA8NW,e41679199d805d5ed3780350cef5b719,OK,downloaded,,,,testing,2026-08-06T22:31:39.547581+00:00
H5MG9S64,NIMH,Boring Task / NIMH,Depressive disorder at the household level: prevalence and correlates of depressive symptoms among household members.,Mpinga,10.1080/16549716.2023.2241808,37554074,PMC10413913,2023,Global health action,RJIF9AU6,b36a84dc2d333e09b4c74744367786d7,OK,downloaded,,,,testing,2026-08-06T22:31:40.113580+00:00
KUF4LFG6,NIMH,Boring Task / NIMH,Cluster randomized trial of the classroom SCERTS intervention for elementary students with autism spectrum disorder.,Morgan,10.1037/ccp0000314,29939056,PMC6457665,2018,Journal of consulting and clinical psychology,GWL44U92,649b4b4354476a03c5d7ae50e214f34a,OK,downloaded,,,,testing,2026-08-06T22:31:40.646752+00:00
UN9KS5NR,NIMH,Boring Task / NIMH,Matters of Fidelity: School Provider Adherence and Competence in a Clustered Study of Adaptive Implementation Strategies.,Meyer,10.1080/23794925.2024.2324770,39498378,PMC11534295,2024,Evidence-based practice in child and adolescent mental health,BU77ZQ6X,60d2cedf5f2c2796d132494848c1d9ba,OK,downloaded,,,,testing,2026-08-06T22:31:41.147738+00:00
SR4PYGAT,NIMH,Boring Task / NIMH,Design of a hybrid implementation effectiveness cluster randomized controlled trial of delivering written exposure therapy for PTSD in underserved primary care  settings.,Meredith,10.1016/j.cct.2024.107435,38211725,PMC11146292,2024,Contemporary clinical trials,9QX93ZFW,faf030949844d5b85eeacd2a3231615b,OK,downloaded,,,,testing,2026-08-06T22:31:41.698246+00:00
A6JA4WWM,NIMH,Boring Task / NIMH,Reducing Suicidal Ideation Through Insomnia Treatment (REST-IT): A Randomized Clinical Trial.,McCall,10.1176/appi.ajp.2019.19030267,31537089,PMC6824991,2019,The American journal of psychiatry,CD35XRWA,ad1658bd7efcb760638271253ce470b1,OK,downloaded,,,,testing,2026-08-06T22:31:42.187904+00:00
GRNHDDJF,NIMH,Boring Task / NIMH,OnTrack Chile for people with early psychosis: a study protocol for a Hybrid Type 1 trial.,Mascayano,10.1186/s13063-022-06661-7,36064643,PMC9444092,2022,Trials,387PXGLU,cab22f3b812ff953e3faff9d4fc89a2f,OK,downloaded,,,,testing,2026-08-06T22:31:42.737815+00:00
BQPB2EEU,NIMH,Boring Task / NIMH,Community-Based Accompaniment with Supervised Antiretrovirals for HIV-Positive Adults in Peru: A Cluster-Randomized Trial.,McLaughlin,10.1007/s10461-017-1680-2,28074421,PMC5503817,2018,AIDS and behavior,IDQ4AI5H,9280e3f0dd5c651bb0dd9a0f44998f14,OK,downloaded,,,,testing,2026-08-06T22:31:43.291431+00:00
INK5RFJ6,NIMH,Boring Task / NIMH,Participation in a Community-Based Women's Health Education Program and At-Risk Child Development in Rural Kenya: Developmental Screening Questionnaire Results  Analysis.,McHenry,10.9745/ghsp-d-20-00349,34933978,PMC8691876,2021,"Global health, science and practice",WZR6KURE,e87b75fc3dcf97b155fa9fbc423cfd00,OK,downloaded,,,,testing,2026-08-06T22:31:43.778897+00:00
XLJ8EEGM,NIMH,Boring Task / NIMH,Team-focused implementation strategies to improve implementation of mental health screening and referral in rural Children's Advocacy Centers: study protocol for a  pilot cluster randomized hybrid type 2 trial.,McGuier,10.1186/s43058-023-00437-z,37237302,PMC10214641,2023,Implementation science communications,WP5UFZCQ,c22c3f95708c592c28300d9c7b0c592f,OK,downloaded,,,,testing,2026-08-06T22:31:44.303852+00:00
986U7HAT,NIMH,Boring Task / NIMH,"Connecting the Dots: a cluster-randomized clinical trial integrating standardized autism spectrum disorders screening, high-quality treatment, and long-term  outcomes.",McClure,10.1186/s13063-021-05286-6,33934719,PMC8091523,2021,Trials,DNSB9LXJ,5e89e80161b105e31910e9d9e865c9ce,OK,downloaded,,,,testing,2026-08-06T22:31:44.849833+00:00
NKMRWMRF,NIMH,Boring Task / NIMH,A Cluster-Randomized Trial of Traditional Healer-Delivered Counseling and Rapid HIV Testing in Tanzania.,Matungwa,10.1007/s10461-022-03700-x,35553286,,2022,AIDS and behavior,M44CEMSX,106e954a293fe9fd8faf29fa89a749b9,OK,downloaded,,,,testing,2026-08-06T22:31:45.373826+00:00
GU7VBP59,NIMH,Boring Task / NIMH,Protocol for a hybrid type 2 cluster randomized trial of trauma-focused cognitive behavioral therapy and a pragmatic individual-level implementation strategy.,Lyon,10.1186/s13012-020-01064-1,33413511,PMC7788537,2021,Implementation science : IS,NLTJAEKD,d010acccf7b7d5caab2dfc3afb67ca7d,OK,downloaded,,,,testing,2026-08-06T22:31:45.884489+00:00
