paper_id,set,stage,removed_from,reason,evidence,decided_by,decided_at,source_record,title
LTKDUUD2,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Targeted Normoxemia and Supplemental Oxygen-Free Days in Critically Injured Adults: A Stepped-Wedge Cluster Randomized Clinical Trial
ZYMG88D6,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Structured Lifestyle Modification Interventions Involving Frontline Health Workers for Population-Level Blood Pressure Reduction: Results of a Cluster Randomized Controlled Trial in India (DISHA Study)
G32FILRQ,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Cognitive Outcomes in the Pragmatic Investigation of optimaL Oxygen Targets (CO-PILOT) trial: protocol and statistical analysis plan
NESLQUNP,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Balanced Crystalloids versus Saline in Critically Ill Adults
H9URCYAK,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Reducing cardiovascular risk among people living with HIV: Rationale and design of the INcreasing Statin Prescribing in HIV Behavioral Economics REsearch (INSPIRE) randomized controlled trial
BNPVWAIY,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,The impact of basic vs. enhanced Go NAPSACC on child care centers' healthy eating and physical activity practices: protocol for a type 3 hybrid effectiveness-implementation cluster-randomized trial
J2XGTHGE,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"Evaluating a child care-based social marketing approach for improving children's diet and physical activity: results from the Healthy Me, Healthy We cluster-randomized controlled trial"
CWWSSM8V,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Community Health Workers Improve Linkage to Hypertension Care in Western Kenya
TT59I4HB,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Group Medical Visit and Microfinance Intervention for Patients With Diabetes or Hypertension in Kenya
2QQAF298,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"Workplace health and safety intervention for child care staff: Rationale, design, and baseline results from the CARE cluster randomized control trial"
IT2B87LL,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:31:36+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"A cluster randomized controlled trial for a multi-level, clinic-based smoking cessation program with women in Appalachian communities: study protocol for the ""Break Free"" program"
VGG3KIMT,human_labelled,institutional_disagreement,corpus,NCI and NHLBI reviewed this paper independently and reached different answers; assumed unresolved (2026-08-26) rather than picking a side. May be restored if adjudicated later.,"NCI: excluded (baseline_only); NHLBI: kept, power=no data=no",human,2026-08-26T16:47:56+00:00,results/review/12_institutional_disagreements_dropped.csv,"Scaling up a brief alcohol intervention to prevent HIV infection in Vietnam: a cluster randomized, implementation trial"
RJD9XX6D,human_labelled,institutional_disagreement,corpus,NCI and NHLBI reviewed this paper independently and reached different answers; assumed unresolved (2026-08-26) rather than picking a side. May be restored if adjudicated later.,"NCI: kept, power=yes data=yes category=A; NHLBI: kept, power=no data=no",human,2026-08-26T16:47:56+00:00,results/review/12_institutional_disagreements_dropped.csv,A multilevel approach for promoting physical activity in rural communities: a cluster randomized controlled trial
Z7NF2G6Q,human_labelled,institutional_disagreement,corpus,NCI and NHLBI reviewed this paper independently and reached different answers; assumed unresolved (2026-08-26) rather than picking a side. May be restored if adjudicated later.,NCI: excluded (baseline_only); NHLBI: excluded (implementation_study),human,2026-08-26T16:47:56+00:00,results/review/12_institutional_disagreements_dropped.csv,Objective Measures of Physical Activity in Rural Communities: Factors Associated With a Valid Wear and Lessons Learned
HLQA5RI6,human_labelled,institutional_disagreement,corpus,NCI and NHLBI reviewed this paper independently and reached different answers; assumed unresolved (2026-08-26) rather than picking a side. May be restored if adjudicated later.,"NCI: excluded (secondary_analysis); NHLBI: kept, power=no data=no",human,2026-08-26T16:47:56+00:00,results/review/12_institutional_disagreements_dropped.csv,Teaching Medical Students to Help Patients Manage Their Weight: Outcomes of an Eight-School Randomized Controlled Trial
E92KWK4B,human_labelled,institutional_disagreement,corpus,NCI and NHLBI reviewed this paper independently and reached different answers; assumed unresolved (2026-08-26) rather than picking a side. May be restored if adjudicated later.,NCI: excluded (implementation_study); NHLBI: excluded (methods_paper),human,2026-08-26T16:47:56+00:00,results/review/12_institutional_disagreements_dropped.csv,Process of Engaging Community and Scientific Partners in the Development of the CIRCL-Chicago Study Protocol
